PREDICTION RESULTS
=================

Sample sample_00000023: Ground Truth: angry, Predicted: angry
Sample samplenew_00066511: Ground Truth: angry, Predicted: angry
Sample samplenew_00066530: Ground Truth: sad, Predicted: fear
Sample samplenew_00066541: Ground Truth: angry, Predicted: angry
Sample samplenew_00066563: Ground Truth: sad, Predicted: sad
Sample samplenew_00066582: Ground Truth: sad, Predicted: sad
Sample samplenew_00066585: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00066629: Ground Truth: angry, Predicted: fear
Sample samplenew_00066652: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00066683: Ground Truth: worried, Predicted: happy
Sample samplenew_00066688: Ground Truth: sad, Predicted: sad
Sample samplenew_00066692: Ground Truth: sad, Predicted: sad
Sample samplenew_00066709: Ground Truth: angry, Predicted: worried
Sample samplenew_00066753: Ground Truth: sad, Predicted: sad
Sample samplenew_00066783: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00066792: Ground Truth: angry, Predicted: angry
Sample samplenew_00066795: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00066799: Ground Truth: angry, Predicted: angry
Sample samplenew_00066845: Ground Truth: angry, Predicted: angry
Sample samplenew_00066857: Ground Truth: angry, Predicted: fear
Sample samplenew_00066860: Ground Truth: sad, Predicted: sad
Sample samplenew_00066879: Ground Truth: angry, Predicted: angry
Sample samplenew_00066885: Ground Truth: angry, Predicted: angry
Sample samplenew_00066893: Ground Truth: sad, Predicted: sad
Sample samplenew_00066913: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00066951: Ground Truth: sad, Predicted: sad
Sample samplenew_00066965: Ground Truth: angry, Predicted: angry
Sample samplenew_00067025: Ground Truth: neutral, Predicted: surprise
Sample samplenew_00067041: Ground Truth: sad, Predicted: sad
Sample samplenew_00067057: Ground Truth: worried, Predicted: worried
Sample samplenew_00067062: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067083: Ground Truth: worried, Predicted: worried
Sample samplenew_00067094: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067095: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067096: Ground Truth: sad, Predicted: sad
Sample samplenew_00067115: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067116: Ground Truth: sad, Predicted: sad
Sample samplenew_00067127: Ground Truth: happy, Predicted: happy
Sample samplenew_00067132: Ground Truth: sad, Predicted: sad
Sample samplenew_00067143: Ground Truth: worried, Predicted: worried
Sample samplenew_00067147: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00067163: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00067165: Ground Truth: angry, Predicted: angry
Sample samplenew_00067185: Ground Truth: worried, Predicted: worried
Sample samplenew_00067192: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067194: Ground Truth: neutral, Predicted: happy
Sample samplenew_00067232: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067253: Ground Truth: angry, Predicted: angry
Sample samplenew_00067259: Ground Truth: worried, Predicted: worried
Sample samplenew_00067289: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067295: Ground Truth: happy, Predicted: happy
Sample samplenew_00067311: Ground Truth: angry, Predicted: angry
Sample samplenew_00067312: Ground Truth: contempt, Predicted: contempt
Sample samplenew_00067337: Ground Truth: angry, Predicted: angry
Sample samplenew_00067350: Ground Truth: angry, Predicted: angry
Sample samplenew_00067380: Ground Truth: sad, Predicted: sad
Sample samplenew_00067388: Ground Truth: angry, Predicted: angry
Sample samplenew_00067390: Ground Truth: angry, Predicted: angry
Sample samplenew_00067423: Ground Truth: angry, Predicted: worried
Sample samplenew_00067451: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067454: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067477: Ground Truth: angry, Predicted: angry
Sample samplenew_00067515: Ground Truth: worried, Predicted: worried
Sample samplenew_00067547: Ground Truth: angry, Predicted: angry
Sample samplenew_00067561: Ground Truth: angry, Predicted: worried
Sample samplenew_00067562: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067564: Ground Truth: angry, Predicted: fear
Sample samplenew_00067574: Ground Truth: happy, Predicted: happy
Sample samplenew_00067584: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067589: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067603: Ground Truth: worried, Predicted: worried
Sample samplenew_00067616: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067642: Ground Truth: happy, Predicted: happy
Sample samplenew_00067650: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00067675: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067727: Ground Truth: angry, Predicted: angry
Sample samplenew_00067733: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067748: Ground Truth: sad, Predicted: sad
Sample samplenew_00067762: Ground Truth: sad, Predicted: sad
Sample samplenew_00067805: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067806: Ground Truth: neutral, Predicted: happy
Sample samplenew_00067809: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067821: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067834: Ground Truth: sad, Predicted: sad
Sample samplenew_00067850: Ground Truth: worried, Predicted: worried
Sample samplenew_00067854: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067916: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067925: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067936: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067942: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067966: Ground Truth: worried, Predicted: worried
Sample samplenew_00067967: Ground Truth: worried, Predicted: worried
Sample samplenew_00067970: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00067989: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00068021: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00068059: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00068066: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00068106: Ground Truth: neutral, Predicted: happy
Sample samplenew_00068116: Ground Truth: happy, Predicted: happy
Sample samplenew_00068128: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00068154: Ground Truth: happy, Predicted: happy
Sample samplenew_00068157: Ground Truth: happy, Predicted: happy
Sample samplenew_00068162: Ground Truth: contempt, Predicted: contempt
Sample samplenew_00068167: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00068201: Ground Truth: neutral, Predicted: worried
Sample samplenew_00068230: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00068264: Ground Truth: sad, Predicted: fear
Sample samplenew_00068285: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00068316: Ground Truth: doubt, Predicted: doubt
Sample samplenew_00068320: Ground Truth: sad, Predicted: sad
Sample samplenew_00068335: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00068338: Ground Truth: sad, Predicted: sad
Sample samplenew_00068352: Ground Truth: angry, Predicted: fear
Sample samplenew_00068368: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00068383: Ground Truth: angry, Predicted: fear
Sample samplenew_00068410: Ground Truth: happy, Predicted: happy
Sample samplenew_00068433: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00068445: Ground Truth: angry, Predicted: angry
Sample samplenew_00068447: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00068507: Ground Truth: sad, Predicted: sad
Sample samplenew_00068512: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00068521: Ground Truth: doubt, Predicted: doubt
Sample samplenew_00068557: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00068565: Ground Truth: sad, Predicted: fear
Sample samplenew_00068572: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00068591: Ground Truth: sad, Predicted: sad
Sample samplenew_00068641: Ground Truth: contempt, Predicted: contempt
Sample samplenew_00068674: Ground Truth: sad, Predicted: sad
Sample samplenew_00068681: Ground Truth: happy, Predicted: happy
Sample samplenew_00068702: Ground Truth: sad, Predicted: fear
Sample samplenew_00068724: Ground Truth: fear, Predicted: fear
Sample samplenew_00068733: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00068756: Ground Truth: sad, Predicted: sad
Sample samplenew_00068768: Ground Truth: happy, Predicted: happy
Sample samplenew_00068787: Ground Truth: fear, Predicted: fear
Sample samplenew_00068805: Ground Truth: angry, Predicted: angry
Sample samplenew_00068811: Ground Truth: happy, Predicted: happy
Sample samplenew_00068819: Ground Truth: sad, Predicted: sad
Sample samplenew_00068868: Ground Truth: sad, Predicted: worried
Sample samplenew_00068877: Ground Truth: angry, Predicted: angry
Sample samplenew_00068885: Ground Truth: sad, Predicted: fear
Sample samplenew_00068888: Ground Truth: sad, Predicted: sad
Sample samplenew_00068896: Ground Truth: worried, Predicted: worried
Sample samplenew_00068899: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00068918: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069020: Ground Truth: happy, Predicted: happy
Sample samplenew_00069022: Ground Truth: angry, Predicted: angry
Sample samplenew_00069045: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00069072: Ground Truth: angry, Predicted: angry
Sample samplenew_00069088: Ground Truth: angry, Predicted: angry
Sample samplenew_00069090: Ground Truth: angry, Predicted: fear
Sample samplenew_00069102: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069103: Ground Truth: angry, Predicted: fear
Sample samplenew_00069112: Ground Truth: sad, Predicted: worried
Sample samplenew_00069129: Ground Truth: happy, Predicted: happy
Sample samplenew_00069151: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069160: Ground Truth: sad, Predicted: sad
Sample samplenew_00069163: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069164: Ground Truth: angry, Predicted: angry
Sample samplenew_00069167: Ground Truth: sad, Predicted: sad
Sample samplenew_00069182: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069196: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069201: Ground Truth: angry, Predicted: angry
Sample samplenew_00069202: Ground Truth: sad, Predicted: sad
Sample samplenew_00069209: Ground Truth: worried, Predicted: worried
Sample samplenew_00069221: Ground Truth: worried, Predicted: worried
Sample samplenew_00069224: Ground Truth: angry, Predicted: angry
Sample samplenew_00069231: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00069253: Ground Truth: angry, Predicted: angry
Sample samplenew_00069261: Ground Truth: worried, Predicted: worried
Sample samplenew_00069306: Ground Truth: sad, Predicted: sad
Sample samplenew_00069313: Ground Truth: happy, Predicted: happy
Sample samplenew_00069329: Ground Truth: neutral, Predicted: worried
Sample samplenew_00069333: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069347: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069353: Ground Truth: happy, Predicted: happy
Sample samplenew_00069357: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069368: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069376: Ground Truth: sad, Predicted: sad
Sample samplenew_00069405: Ground Truth: angry, Predicted: angry
Sample samplenew_00069437: Ground Truth: sad, Predicted: sad
Sample samplenew_00069451: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069462: Ground Truth: sad, Predicted: sad
Sample samplenew_00069465: Ground Truth: sad, Predicted: sad
Sample samplenew_00069483: Ground Truth: angry, Predicted: angry
Sample samplenew_00069513: Ground Truth: angry, Predicted: angry
Sample samplenew_00069536: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069552: Ground Truth: contempt, Predicted: contempt
Sample samplenew_00069564: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00069570: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069581: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069608: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00069623: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069635: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069676: Ground Truth: happy, Predicted: happy
Sample samplenew_00069733: Ground Truth: sad, Predicted: sad
Sample samplenew_00069759: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069765: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069772: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00069798: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069809: Ground Truth: angry, Predicted: angry
Sample samplenew_00069825: Ground Truth: happy, Predicted: happy
Sample samplenew_00069838: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00069845: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069848: Ground Truth: sad, Predicted: sad
Sample samplenew_00069859: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069874: Ground Truth: fear, Predicted: fear
Sample samplenew_00069876: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069893: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069903: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00069979: Ground Truth: happy, Predicted: happy
Sample samplenew_00069985: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00069997: Ground Truth: sad, Predicted: sad
Sample samplenew_00070017: Ground Truth: angry, Predicted: angry
Sample samplenew_00070042: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00070046: Ground Truth: surprise, Predicted: happy
Sample samplenew_00070085: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00070114: Ground Truth: angry, Predicted: angry
Sample samplenew_00070126: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00070156: Ground Truth: angry, Predicted: angry
Sample samplenew_00070167: Ground Truth: sad, Predicted: sad
Sample samplenew_00070237: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00070238: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00070244: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00070277: Ground Truth: contempt, Predicted: contempt
Sample samplenew_00070280: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00070301: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00070315: Ground Truth: doubt, Predicted: doubt
Sample samplenew_00070349: Ground Truth: sad, Predicted: sad
